ISO3,Country,hdicode,region,hdi_rank_2021,co2_prod_1990,co2_prod_1991,co2_prod_1992,co2_prod_1993,co2_prod_1994,co2_prod_1995,co2_prod_1996,co2_prod_1997,co2_prod_1998,co2_prod_1999,co2_prod_2000,co2_prod_2001,co2_prod_2002,co2_prod_2003,co2_prod_2004,co2_prod_2005,co2_prod_2006,co2_prod_2007,co2_prod_2008,co2_prod_2009,co2_prod_2010,co2_prod_2011,co2_prod_2012,co2_prod_2013,co2_prod_2014,co2_prod_2015,co2_prod_2016,co2_prod_2017,co2_prod_2018,co2_prod_2019,co2_prod_2020,co2_prod_2021
NIC,Nicaragua,Medium,LAC,126,0.489740583,0.465440738,0.543611749,0.511462529,0.552313377,0.592216346,0.6004752,0.645136434,0.690886557,0.720731551,0.734085284,0.76218096,0.764427911,0.819180525,0.816002431,0.78513392,0.801285801,0.814070702,0.77027832,0.773662847,0.767127427,0.814139971,0.759896405,0.761473442,0.774264737,0.872584056,0.853858217,0.862072476,0.816781252,0.866717327,0.76589307,0.76589307
NLD,Netherlands,Very High,,10,10.81203182,11.29988286,11.21038817,11.14789318,11.11240592,11.1392591,11.65905847,11.14587708,11.14358781,10.73136012,10.74236974,11.00070832,10.89804042,11.04931433,11.10666658,10.8095981,10.46820466,10.41283652,10.55413462,10.19696839,10.88164618,10.05313417,9.808359298,9.777337278,9.333312733,9.69388728,9.712168595,9.55330386,9.321459639,8.983963975,8.059593325,8.059593325
NOR,Norway,Very High,,2,8.263631944,7.85577417,8.029477136,8.341387161,8.732695092,8.82116879,9.467794498,9.446498873,9.417680011,9.531953928,9.372651753,9.625382339,9.375895701,9.630411198,9.646571473,9.364980818,9.409813066,9.686396709,9.397782738,8.964027871,9.352873731,9.056994986,8.844151106,8.788147547,8.766175994,8.772584366,8.531791111,8.377883083,8.330707487,7.969165196,7.615046075,7.615046075
NPL,Nepal,Medium,SA,143,0.038160368,0.052887057,0.061835701,0.068194324,0.076964374,0.107012069,0.106508036,0.116941612,0.096422555,0.135733938,0.12686964,0.132915181,0.105008459,0.11205352,0.101591921,0.116017013,0.094239035,0.09742413,0.125692927,0.153603311,0.178590388,0.19305342,0.202685055,0.231000773,0.28214176,0.252329897,0.357988666,0.42151176,0.487262933,0.593053654,0.582002668,0.582002668
NRU,Nauru,,EAP,,13.1067859,12.75911512,12.05483549,11.04111986,10.47056582,9.998118178,9.613005997,9.635578097,9.363748225,8.766389128,8.15246203,7.89114048,7.616709562,6.599159496,6.660472632,6.324296883,4.473748474,4.467384678,4.445253261,4.055136332,4.394602699,4.002383317,4.336094675,4.665687139,4.985518515,5.293267842,4.89699284,5.198146222,5.150890347,5.266920788,5.241223208,5.241223208
NZL,New Zealand,Very High,,13,7.547969909,7.641178468,8.071207283,7.816799384,7.735396584,7.659670808,7.902755431,8.348394958,7.909832361,8.259983746,8.380256123,8.825637492,8.745318815,9.025429449,8.811137432,9.081082519,8.969040739,8.659792499,8.815318753,8.068420297,8.016202058,7.807086192,8.087333055,7.81334133,7.779132997,7.816892374,7.362684887,7.625380846,7.545479979,7.839014456,6.941846236,6.941846236
OMN,Oman,Very High,AS,54,6.192827238,6.122608472,5.996495695,6.382305135,7.00705961,7.131181789,6.654493721,6.77756136,7.238803054,9.116396973,9.495527504,8.761277965,10.80789496,13.42215923,11.28289028,11.73415162,15.12993469,16.54760462,15.30740326,14.1346561,15.42528952,16.44848464,16.85752176,16.2765359,15.06642233,14.49527904,13.46449013,14.12486434,12.55147301,12.21243638,12.17292984,12.17292984
PAK,Pakistan,Low,SA,161,0.630085555,0.609116479,0.632202512,0.659133018,0.698042306,0.675525411,0.734507432,0.715626724,0.717430885,0.716967154,0.740601027,0.733851025,0.754959054,0.767446675,0.829541068,0.840631508,0.876259591,0.928713187,0.905081373,0.884319963,0.859108867,0.843566342,0.821636555,0.786625881,0.799995339,0.848690651,1.016634212,1.125399771,1.122875299,1.081839891,1.062756182,1.062756182
PAN,Panama,Very High,LAC,61,1.065178654,1.230422041,1.596418259,1.439355334,1.556303826,1.333373241,1.59024937,1.622369007,2.026119418,1.892234642,1.890356423,2.250450537,1.848444742,1.897759086,1.746827204,2.09334707,2.218378814,2.128052003,2.085942681,2.363842351,2.490496713,2.685267948,2.590577798,2.741097164,2.78249841,2.740994238,2.614564296,2.730126774,2.56907746,2.895108113,2.498280904,2.498280904
PER,Peru,High,LAC,84,0.969615339,0.921656674,0.913744342,1.020363394,0.996121487,1.015203818,0.978612436,1.082275585,1.076032165,1.118692853,1.137715938,1.006780591,0.996643367,0.957543606,1.147840845,1.325414764,1.011730245,1.223627444,1.428816157,1.782315663,1.969616994,1.67180045,1.831476879,1.44631285,1.642841815,1.610292683,1.704696548,1.708484635,1.708357743,1.691071484,1.355886751,1.355886751
PHL,Philippines,Medium,EAP,116,0.668057082,0.685084652,0.742736294,0.734733918,0.793807834,0.859084094,0.857892151,0.959343447,0.914030523,0.893222037,0.927632671,0.882408245,0.862239016,0.845438093,0.859060729,0.848782381,0.756907531,0.791483905,0.850372156,0.827706508,0.882787513,0.876242086,0.909431091,0.968874213,1.006673336,1.09821636,1.179170367,1.282666618,1.318859461,1.356081117,1.241254444,1.241254444
PLW,Palau,High,EAP,80,,,12.47855701,12.1461019,11.83585572,11.52761594,11.2465185,10.98367936,10.74741988,10.53792075,10.93169327,11.15134633,10.82191781,10.72795194,10.88136105,11.11369496,11.6258956,13.19657584,10.96984602,10.82089144,11.63185742,12.18258664,12.67006803,12.90298762,12.47248383,11.61505802,11.98928068,12.13948787,11.86742615,12.16403821,12.12335581,12.12335581
PNG,Papua New Guinea,Medium,EAP,156,0.466740716,0.459015644,0.453060729,0.442731344,0.430368317,0.396987889,0.411610448,0.472915325,0.512669655,0.427542191,0.455521304,0.536602356,0.571358673,0.633498501,0.705780152,0.674698298,0.647700919,0.898169557,0.686978486,0.712310645,0.637520763,0.699245296,0.652037655,0.68449408,0.761231349,0.784962582,0.802187007,0.755554966,0.744603706,0.754058547,0.74349862,0.74349862
POL,Poland,Very High,,34,9.926393156,9.816149212,9.548789037,9.541222437,9.390880577,9.435516151,9.804380022,9.534565209,8.799522459,8.54431517,8.239596689,8.144980654,7.965564495,8.313801655,8.448357661,8.428294452,8.794014775,8.779042909,8.615268234,8.261394294,8.737005307,8.731613228,8.546360529,8.454689799,8.145739808,8.240480859,8.537729914,8.897351948,8.886554657,8.433355061,7.9159743,7.9159743
PRK,Korea (Democratic People's Rep. of),,EAP,,6.031635258,5.68811426,4.917658369,4.461094731,4.018906865,3.716928398,3.239582194,2.917287714,2.607718157,2.819860139,3.016471445,3.097936366,2.941011514,2.97921718,3.022037371,3.134160667,3.166602813,2.624339811,2.893010662,2.19280548,2.037685208,1.466595902,1.51468238,1.083599882,1.219002155,0.977666902,1.162193351,0.856034204,0.691744577,1.144670603,1.13702274,1.13702274
PRT,Portugal,Very High,,38,4.581327175,4.75512979,5.123118048,4.951303638,5.005105005,5.404979029,5.115196141,5.377253057,5.802555147,6.524595567,6.380216123,6.310921076,6.715654468,6.199118433,6.445918177,6.633985171,6.158365448,5.906209724,5.674470809,5.396387948,5.003445621,4.902340535,4.748037014,4.600535032,4.603656787,5.043222399,4.88674779,5.368183414,5.020615349,4.657562002,3.960866197,3.960866197
PRY,Paraguay,High,LAC,105,0.505657152,0.485286704,0.58040286,0.63968534,0.729582387,0.824205443,0.760859246,0.825913847,0.858269025,0.838881754,0.677430741,0.68076598,0.697275216,0.715695396,0.708710457,0.649010593,0.661011644,0.673776642,0.703468471,0.735159082,0.803742626,0.820764082,0.805620109,0.794451725,0.827059398,0.904653877,1.059742645,1.175641224,1.22327764,1.2101264,1.061291226,1.061291226
PSE,"Palestine, State of",High,AS,106,0.409736914,0.403021084,0.400408802,0.390700662,0.386613956,0.360988869,0.378081277,0.301078758,0.487199312,0.438063967,0.514825824,0.407382678,0.341462722,0.3715137,0.626104927,0.765994934,0.618279379,0.618401367,0.532012128,0.527709486,0.501401631,0.541250597,0.518298282,0.562267698,0.640354746,0.663367163,0.697118465,0.688465077,0.608022367,0.599407398,0.568234611,0.568234611
QAT,Qatar,Very High,AS,42,23.95911631,35.66306148,54.05847859,61.18800588,59.76696165,60.95781023,60.60578224,68.72381244,57.51248273,53.91094307,57.40681353,67.01251358,63.51167479,60.5767482,56.6964985,58.57310242,61.79340987,51.62413393,44.72622358,41.44946977,38.74328176,39.12217424,42.03116199,35.39233082,36.76751526,35.13156202,33.49433802,36.61180125,38.43969224,40.619378,37.01945087,37.01945087
ROU,Romania,Very High,,53,7.274845077,5.977146603,5.571354881,5.203527065,5.154112914,5.410782976,5.593850801,5.153677041,4.632430122,3.950910671,4.172311144,4.449835943,4.486737524,4.719469575,4.716161941,4.681226958,4.859739935,4.818835658,4.732721359,3.951654015,3.807342604,4.231139951,4.146949873,3.712846157,3.772946901,3.832413015,3.74576341,3.928117522,3.978690989,3.865118112,3.715362722,3.715362722
RUS,Russian Federation,Very High,,52,17.11849304,16.19105645,13.20499655,12.53376376,11.06587318,10.88287578,10.67671029,9.986868004,9.896592172,10.11667456,10.04925019,10.33874474,10.29980643,10.54973857,10.62387194,10.77174293,11.20296669,11.19977542,11.42713594,10.6676483,11.2428294,11.58783401,11.66788658,11.22061086,11.21619178,11.19494542,11.141591,11.31351661,11.60776661,11.51315093,10.8071526,10.8071526
RWA,Rwanda,Low,SSA,165,0.071871105,0.066649398,0.071541711,0.077102289,0.077846981,0.077916626,0.077171419,0.075161595,0.069156067,0.067004975,0.064929508,0.063463747,0.061571889,0.059494031,0.059415768,0.058168269,0.056883869,0.0584639,0.055416884,0.057065637,0.05711532,0.062858175,0.068102585,0.072355108,0.07462898,0.080846535,0.088817839,0.08768078,0.09283066,0.094036961,0.079731518,0.079731518
SAU,Saudi Arabia,Very High,AS,35,12.84340035,17.20328887,18.29429803,19.17675423,18.01529224,14.07930141,13.56923943,11.12000417,10.475505,11.19043293,14.34214342,13.98826146,14.93663035,14.53988527,17.05746441,16.62125287,17.60496949,15.34696386,16.69991368,17.49301538,18.87995319,17.60528639,19.31680438,17.99561221,19.70480774,21.27767468,19.69755248,19.31586787,18.45406055,18.16280816,17.96720336,17.96720336
SDN,Sudan,Low,AS,172,0.236698285,0.213795688,0.183870535,0.121906971,0.162178625,0.161981365,0.162518673,0.194381685,0.164720899,0.174457646,0.185349119,0.207968358,0.258420393,0.281210253,0.346552364,0.32401476,0.346906746,0.398777885,0.412394278,0.419991388,0.416777959,0.396521259,0.401690533,0.436320134,0.438278772,0.518279462,0.484630894,0.532053237,0.506679982,0.514595509,0.430091637,0.430091637
SEN,Senegal,Low,SSA,170,0.417043844,0.435716813,0.428367819,0.430145039,0.45348885,0.394710618,0.411102563,0.348531691,0.356619662,0.376602016,0.398265558,0.424278186,0.431449812,0.467439684,0.484566122,0.499444731,0.388534166,0.416057732,0.39487031,0.426239497,0.541277795,0.599886035,0.549328786,0.569761894,0.615489287,0.675338868,0.668001955,0.69690334,0.714656816,0.691289173,0.624178545,0.624178545
SGP,Singapore,Very High,EAP,12,14.44941629,14.26423836,14.82712753,15.02262534,17.59107862,11.49919356,13.19693023,15.12123748,12.28068176,12.44080842,12.01182664,12.06731671,11.47382857,11.97280361,11.21774255,8.549103579,9.777706401,10.37830093,12.05501733,18.14068901,11.03447711,5.751157565,8.966424284,9.968650854,9.991483318,11.11028456,7.123683634,6.84395925,7.989840728,7.874336035,7.777989731,7.777989731
SLB,Solomon Islands,Medium,EAP,155,0.469945425,0.49114658,0.488552857,0.507239974,0.524506057,0.530309145,0.535447049,0.539948789,0.553324477,0.538315579,0.541608104,0.553139094,0.563784931,0.57375894,0.599294716,0.600381343,0.60169037,0.610506937,0.611451049,0.618753409,0.624709914,0.636023349,0.625972237,0.65413347,0.561696126,0.486007713,0.467294548,0.449327793,0.443374276,0.445431106,0.434978832,0.434978832
SLE,Sierra Leone,Low,SSA,181,0.119594552,0.133967705,0.073318822,0.074482144,0.080765237,0.053632041,0.071366528,0.051553514,0.055191359,0.043517156,0.071928213,0.09094309,0.101086116,0.102851913,0.095747306,0.075283087,0.099311454,0.081358908,0.082436049,0.080024117,0.084523213,0.108303216,0.123906084,0.146795278,0.158212425,0.122101297,0.123486219,0.121833395,0.124525663,0.122950668,0.109965133,0.109965133
SLV,El Salvador,Medium,LAC,125,0.469651404,0.590524724,0.61237116,0.724090093,0.811356656,0.888036101,0.775843252,0.942469951,0.988518852,0.956038876,0.96315585,0.988256128,1.01807473,1.073543099,1.038182396,1.040577001,1.105010545,1.121161648,1.044511824,1.025141587,1.021786501,1.046506535,1.037508799,0.972619202,0.977136605,1.055362709,1.04557119,0.941715927,0.992283451,1.061849186,0.944111387,0.944111387
SMR,San Marino,Very High,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,,AS,,0.101161342,0.0972762,0.093311058,0.087538521,0.08537289,0.078634349,0.073922063,0.067868118,0.062289741,0.057400386,0.054098992,0.0546408,0.061700758,0.060473264,0.058593856,0.056818013,0.055144485,0.054892902,0.052723531,0.050968228,0.050805044,0.049440459,0.047832948,0.048241306,0.046948025,0.045676656,0.044942645,0.043699512,0.042479371,0.043074797,0.035369795,0.035369795
SRB,Serbia,Very High,ECA,63,5.930881229,4.021280267,4.413703075,3.840971589,3.683621374,3.882368403,4.54646961,4.938640914,5.245816028,3.65597519,4.737776065,5.111049385,5.458598518,5.893566606,6.384492751,5.616171724,6.65196502,6.543587456,5.714968141,5.086255592,5.08231666,5.461664619,4.89082185,4.994537445,4.179354031,4.928151287,5.08636641,5.156038284,5.028085529,5.624290731,4.936885477,4.936885477
SSD,South Sudan,Low,SSA,191,0.078995045,0.074982874,0.068495513,0.048307856,0.067394913,0.069572924,0.070351437,0.083107663,0.068872129,0.071268691,0.074171766,0.082055984,0.100821952,0.108619549,0.131974723,0.121021527,0.126295526,0.141092049,0.141823126,0.141179549,0.138120501,0.13032644,0.131505454,0.139410441,0.144407137,0.178486473,0.157285684,0.133317899,0.121848478,0.126142266,0.105344736,0.105344736
STP,Sao Tome and Principe,Medium,SSA,138,0.399567147,0.39056709,0.382352941,0.37487211,0.368022128,0.361730889,0.355978058,0.350668473,0.345540015,0.340328239,0.334818855,0.354364271,0.397593712,0.438466908,0.476658189,0.488620199,0.521223891,0.506746843,0.492473118,0.520821488,0.548469543,0.536125382,0.622332859,0.629454362,0.599048675,0.606271812,0.613009098,0.61925066,0.62503554,0.587102894,0.514421037,0.514421037
SUR,Suriname,High,LAC,99,4.288097777,4.898487912,4.826995994,4.760881247,4.69380954,4.663563056,4.646228467,4.633819284,4.576681433,4.56138466,4.655068808,4.957834903,3.235144691,3.151604084,3.151440511,3.180409399,3.440762327,3.435964952,3.742243141,3.812575151,4.527612255,4.073029771,4.868405251,5.014334239,5.076336637,4.833110671,4.02894025,4.33675258,4.365179951,4.335090097,3.791474042,3.791474042
SVK,Slovakia,Very High,,45,11.62445584,10.03572078,9.171532621,8.664848648,8.154474746,8.217718637,8.178929235,8.193253307,8.14269356,7.977700906,7.621891421,8.008400753,7.7729355,7.834814922,7.924465402,7.926077656,7.882918636,7.590042181,7.662559213,6.967938142,7.107625899,7.025317544,6.633783259,6.549059571,6.187570262,6.330585467,6.404976256,6.613667652,6.607263433,6.189008529,5.628647446,5.628647446
SVN,Slovenia,Very High,,23,7.517425445,6.95403358,6.9177811,7.114872066,7.331149907,7.705419684,8.039515932,8.305345278,8.068542331,7.750579584,7.56802905,8.195531887,8.326561051,8.174410497,8.380974585,8.473685899,8.564843715,8.605459521,9.020974251,7.953962132,8.041649517,7.96261079,7.647304943,7.32214957,6.549252039,6.577253079,6.954599582,7.027519825,6.975282469,6.737966011,6.042989257,6.042989257
SWE,Sweden,Very High,,7,6.69729523,6.695882048,6.618733062,6.577989421,6.819527646,6.723808963,7.150765798,6.568064664,6.61964899,6.295139241,6.159875879,6.252966325,6.345571148,6.388740309,6.28443715,5.961571801,5.903872676,5.780918109,5.509359246,5.073741929,5.657662355,5.203212098,4.901479773,4.700137742,4.471245797,4.465214876,4.398329525,4.300267262,4.221513055,4.078851546,3.825506114,3.825506114
SWZ,Eswatini (Kingdom of),Medium,SSA,144,1.16725031,1.031663405,0.959327238,0.800738082,1.186840308,1.146474962,0.833160587,1.186598659,1.18530326,1.245739899,1.202564064,1.080791508,1.060684416,0.981519395,0.974679573,0.984786222,0.979546218,0.998031942,0.973670049,1.001355125,0.935927283,0.93989644,1.082936158,1.287766494,0.702672739,0.786535682,0.947219786,0.876258551,0.909282123,0.882217171,0.823831803,0.823831803
SYC,Seychelles,High,SSA,72,2.128666572,2.410689288,2.370242929,2.473503004,2.67126193,2.581377448,3.022140887,3.507115053,3.661084691,3.80627558,3.890315571,4.17914432,4.140014511,3.970982403,4.234435252,4.298574136,4.297299109,4.473847793,4.577496711,4.842184093,4.857775245,4.426281249,4.589700118,4.433106697,4.900068991,5.053591358,5.589175635,5.776203613,5.735869655,5.94532377,4.993238228,4.993238228
SYR,Syrian Arab Republic,Medium,AS,150,2.97644151,3.292975382,3.227387597,3.33367932,3.311005302,2.871989333,2.868496182,2.990250747,3.189590035,3.232936711,3.076087232,2.871185093,2.24994018,3.076723605,2.826183228,2.716688735,2.772484637,3.306075071,3.236381002,2.903077841,2.842196259,2.740973678,2.310833835,1.748538866,1.648317907,1.564825335,1.664955205,1.874795489,1.791997513,1.816546852,1.744614402,1.744614402
TCD,Chad,Low,SSA,190,0.063285939,0.062484175,0.063979255,0.061402314,0.059975936,0.060107173,0.060132603,0.060061361,0.059415334,0.059144207,0.058320988,0.057843633,0.056468216,0.079346775,0.076782526,0.075845086,0.075682377,0.078915521,0.082888425,0.081456577,0.083383422,0.0904701,0.048035355,0.049642852,0.072443021,0.049373626,0.069559377,0.068982955,0.067471139,0.063046831,0.055540457,0.055540457
TGO,Togo,Low,SSA,162,0.259024691,0.271758264,0.26115682,0.265273254,0.244308133,0.277950572,0.290930497,0.195942845,0.278470596,0.387076692,0.270367854,0.228915489,0.254472217,0.338552282,0.318941959,0.306790885,0.260373286,0.25620068,0.250319721,0.43846942,0.40420893,0.379612134,0.327083329,0.236184854,0.216012889,0.254767137,0.307112523,0.287082869,0.29027418,0.285213513,0.264726786,0.264726786
THA,Thailand,Very High,EAP,66,1.554434578,1.690437412,1.832929053,2.072602257,2.26409836,2.615167798,2.889209423,2.935150901,2.567913218,2.648322383,2.681380712,2.844044486,2.978197582,3.129248944,3.341329348,3.408789222,3.439019581,3.466348369,3.410042755,3.623226455,3.80094938,3.756194535,3.984138973,4.220408456,4.129947092,4.157602169,4.109455195,4.131778429,3.97786481,3.901218377,3.692920935,3.692920935
TJK,Tajikistan,Medium,ECA,122,2.286984364,1.808585295,1.328143202,0.924424961,0.414691098,0.424177033,0.482589076,0.362066919,0.414225864,0.411329974,0.359359308,0.36204721,0.292086331,0.316576492,0.3843216,0.359314282,0.383556032,0.456923385,0.401668255,0.331850912,0.336955924,0.304085347,0.372503043,0.360667905,0.557396472,0.62719215,0.74333021,0.885671468,1.000743338,0.926304402,0.990569475,0.990569475
TKM,Turkmenistan,High,ECA,91,8.513974202,8.634284153,8.203971288,6.860595259,8.126918847,8.06434939,7.138378848,7.016231026,7.256316389,8.42016643,8.296079854,8.325966026,8.652962415,9.562533843,9.875088261,10.14433041,10.26436199,11.47607431,11.48087015,10.01798339,11.22618613,12.01814427,12.25040339,12.36873362,12.44588689,12.61938513,12.39126457,12.19789196,12.0403678,12.8437154,12.49132843,12.49132843
TLS,Timor-Leste,Medium,EAP,140,,,,,,,,,,,,,0.174727483,0.170223459,0.180956134,0.17672979,0.176637493,0.176767092,0.190936215,0.211463151,0.214444506,0.220536118,0.258712756,0.470192336,0.517928931,0.502297915,0.40567938,0.400801764,0.401664387,0.405971918,0.398727289,0.398727289
TON,Tonga,High,EAP,91,0.809348999,1.000188984,0.729735113,0.881902948,0.956767879,0.992581479,0.799227198,1.023897991,0.906257729,1.127592786,0.972349525,0.89286911,1.036032397,1.177338863,1.096808956,1.125613201,1.26088923,1.107222585,1.169579895,1.26961209,1.127555632,0.990614318,1.034291443,1.116067919,1.124242784,1.199730108,1.268033184,1.54463813,1.349167127,1.373475989,1.359761578,1.359761578
TTO,Trinidad and Tobago,Very High,LAC,57,13.90629555,13.80535236,15.44680407,14.00046317,13.62459184,13.12414288,16.51466464,16.31911151,15.65402098,17.77341046,19.09106477,20.89393787,22.38561618,25.12615314,25.25015057,29.26651868,32.56231378,34.57110736,33.54706138,33.47664146,35.35557435,34.93554003,33.87504192,33.41641409,34.01810848,32.92766403,29.07474085,28.86307592,29.12228216,28.94572153,25.37313646,25.37313646
TUN,Tunisia,High,AS,97,1.592490915,1.822966384,1.728725365,1.859109416,1.75929391,1.703695554,1.789175751,1.782541857,1.87263594,1.884696952,2.026255749,2.097794924,2.082684353,2.10408418,2.187786269,2.203354563,2.215599045,2.298392019,2.336488218,2.310678992,2.548244309,2.376306568,2.425177021,2.452699734,2.521286561,2.618240924,2.56616606,2.556666439,2.53889232,2.566158281,2.379863502,2.379863502
TUR,TÃ¼rkiye,Very High,ECA,48,2.809784028,2.880749459,2.940364005,3.018529877,2.908632247,3.093075087,3.357638509,3.511621371,3.45738497,3.336215832,3.633616304,3.325730494,3.392070844,3.578242394,3.648122776,3.8908292,4.096309878,4.494515581,4.392606249,4.421668734,4.346648584,4.62237578,4.737591769,4.546835685,4.683141063,4.855912006,5.026310923,5.243439524,5.093957393,4.786608448,4.657320907,4.657320907
TUV,Tuvalu,Medium,EAP,130,1.233254796,0.8118768,0.804214223,0.797041549,0.792044963,1.182189718,0.786013086,0.786013086,1.177882555,0.392039375,0.780072387,1.159004639,1.145477282,1.130166564,1.113790658,0.7328,1.086166008,1.075432932,1.065735893,1.054489639,1.043874644,1.033762814,1.023558991,1.012434374,0.667881881,0.660239661,0.652828508,0.644503078,0.636774418,0.648591791,0.641460312,0.641460312
TZA,Tanzania (United Republic of),Low,SSA,160,0.083808641,0.086553906,0.080767927,0.086993307,0.071653731,0.082090085,0.082993573,0.090546371,0.077712216,0.075233524,0.076772028,0.088431709,0.098644995,0.101470145,0.113224355,0.139387657,0.148675064,0.14035402,0.141322404,0.133974607,0.156194877,0.169715436,0.192589085,0.204372123,0.198164308,0.206644443,0.204962447,0.208683301,0.209378088,0.20761148,0.183121172,0.183121172
UGA,Uganda,Low,SSA,166,0.043841928,0.04343491,0.042980498,0.041586384,0.035778338,0.045337437,0.0484053,0.049036273,0.054228699,0.054665284,0.057542922,0.05810414,0.057463553,0.058224321,0.059933716,0.072888938,0.083418864,0.091906971,0.091338858,0.095501284,0.110077144,0.114231444,0.104951852,0.105184216,0.110797379,0.118392318,0.120817169,0.130530614,0.128680647,0.129226394,0.106954357,0.106954357
UKR,Ukraine,High,ECA,77,13.71526261,12.29150705,11.45675862,9.942306504,8.197156502,7.658852873,6.947518781,6.779461392,6.605062629,6.050145252,5.842516488,6.271669713,6.162427254,6.452324944,6.573044867,6.67760599,7.137714948,7.254484734,7.052465135,6.03193004,6.422032714,6.750413263,6.687589594,6.563687407,5.708265461,4.98250075,5.233429341,5.014531092,5.244136914,5.059351991,4.891161661,4.891161661
URY,Uruguay,Very High,LAC,58,1.275822847,1.445782748,1.630356219,1.396965458,1.259047136,1.413400383,1.664479776,1.686062228,1.713372589,2.020004764,1.586873173,1.512687067,1.3703383,1.362019311,1.675399732,1.723973396,1.98385097,1.785098457,2.455406394,2.372408555,1.874809297,2.271519715,2.542723755,2.210510695,1.965718514,1.971126102,1.904250687,1.793204469,1.905032492,1.901937006,1.681218748,1.681218748
USA,United States,Very High,,21,20.28180403,19.87091781,20.10766362,20.29553381,20.43471461,20.44586638,20.90886965,20.92815475,20.82690408,20.83901437,21.3357318,20.74742012,20.70030882,20.74366697,20.91297926,20.79544556,20.32404942,20.39531699,19.48715119,17.88466982,18.36755868,17.78067123,16.99984797,17.30166717,17.33061815,16.74083424,16.24694746,16.01967242,16.4339712,15.9719737,14.23786361,14.23786361
UZB,Uzbekistan,High,ECA,101,5.074714874,4.928002904,5.192219047,5.288506642,4.834304418,4.504566841,4.544441152,4.510465075,4.930056206,4.986849729,4.884708107,4.882254711,5.014261659,4.8908892,4.797917232,4.411121944,4.453237553,4.378403432,4.453573684,3.785855542,3.623801717,3.889448911,3.901303568,3.657319666,3.44940714,3.278808681,3.440288679,3.352750965,3.532803855,3.462494189,3.369793419,3.369793419
VCT,Saint Vincent and the Grenadines,High,LAC,89,0.749953481,0.781918052,0.780657712,0.949617247,1.118987904,1.187022724,1.221567756,1.222484823,1.495533437,1.530095213,1.35975655,1.664009787,1.728632617,1.826523642,2.025951047,2.024048465,1.990552747,2.160931827,2.028175251,2.571499811,2.030760704,1.995827025,2.12874072,2.023899394,2.322411148,2.148458973,2.209229026,1.968368434,2.194154848,2.134299071,1.882819542,1.882819542
VEN,Venezuela (Bolivarian Republic of),Medium,LAC,120,6.205117848,5.725039071,5.135637124,5.898410046,6.031847281,6.05880676,5.465036753,5.844828887,7.162481122,7.268907151,6.27757524,6.977672098,7.679022588,7.492967962,5.818766105,6.197799243,5.964955039,5.502284421,6.104039133,6.049475422,6.472731658,6.090617814,6.206376201,6.964998536,6.214705551,5.987807457,5.677379393,5.49394058,4.160217714,3.477903448,2.975442345,2.975442345
VNM,Viet Nam,High,EAP,115,0.313266017,0.307840404,0.302842068,0.316084407,0.355308449,0.383080008,0.449678786,0.577143071,0.599002429,0.593272389,0.658249641,0.738817856,0.840129983,0.924011784,1.056349868,1.129558562,1.165546765,1.174929531,1.314035427,1.417380963,1.575409806,1.701679438,1.587404707,1.64425166,1.842755524,2.082539807,2.058572525,2.063931951,2.341467869,2.69859441,2.612563309,2.612563309
VUT,Vanuatu,Medium,EAP,140,0.449960088,0.437591231,0.4014178,0.389923878,0.379506364,0.392202571,0.490746672,0.481771771,0.452887009,0.46491049,0.455593279,0.464731343,0.434570957,0.423564654,0.287193757,0.280119647,0.22219527,0.450754538,0.42395329,0.525131706,0.511872859,0.543574569,0.455232286,0.414051084,0.58316407,0.486482499,0.52656918,0.487653672,0.600895176,0.604504438,0.591056341,0.591056341
WSM,Samoa,High,EAP,111,0.540137467,0.580888675,0.597788386,0.613873946,0.564714809,0.667905489,0.727835714,0.724016087,0.826780993,0.780892696,0.819127105,0.877406039,0.913909312,0.887685651,0.923231984,0.937755596,0.952088724,0.986234248,0.87971931,0.913218752,0.985216377,1.016328033,0.9882119,1.018204889,1.048376608,1.1739263,1.224252705,1.256654654,1.214302831,1.245528851,1.238975072,1.238975072
YEM,Yemen,Low,AS,183,0.812997924,0.741936921,0.762195604,0.632635464,0.628216752,0.694151502,0.68046503,0.708320929,0.733390435,0.811056034,0.831486021,0.8938758,0.843345294,0.899731367,0.954294088,0.984433151,1.019202475,0.97352686,1.006082273,1.077052077,0.999816237,0.84805735,0.746462106,0.993207609,0.937739426,0.483295103,0.383790495,0.357501876,0.350321452,0.343612468,0.327509951,0.327509951
ZAF,South Africa,High,SSA,109,8.504575304,8.644702464,7.792787282,8.083799792,8.34790473,8.727727389,8.609474333,8.966789176,8.637678087,8.453836654,8.411700681,8.152431727,7.721567718,8.651114202,9.495948647,8.686703828,9.210715261,9.462593251,9.936672489,9.950260327,9.116705941,9.113745729,8.728294533,8.49115936,8.811716431,8.135061467,8.268787844,8.142443199,8.032053561,8.12733368,7.620419537,7.620419537
